user_id,Analytical thinking,Systemic thinking,Adaptability,Focus
10100,4.0,4.0,4.0,4.0
10114,4.0,4.0,4.0,4.0
10061,4.0,4.0,4.0,4.0
10529,4.0,4.0,4.0,4.0
10783,4.0,4.0,4.0,4.0
10889,4.0,4.0,4.0,4.0
10224,4.0,4.0,4.0,4.0
10454,4.0,4.0,4.0,4.0
10148,4.0,4.0,4.0,4.0
10102,4.0,5.0,5.0,5.0
10101,4.0,4.0,4.0,4.0
10712,4.0,4.0,4.0,4.0
10526,4.0,4.0,4.0,4.0
10304,4.0,4.0,4.0,4.0
10823,4.0,4.0,4.0,4.0
10209,4.0,4.0,4.0,4.0
10428,4.0,4.0,4.0,4.0
10309,4.0,4.0,4.0,4.0
10943,4.0,4.0,4.0,4.0
10731,4.0,4.0,4.0,4.0
10117,4.0,4.0,5.0,5.0
10038,4.0,4.0,4.0,5.0
10652,4.0,4.0,4.0,4.0
10409,4.0,4.0,4.0,4.0
10744,4.0,4.0,4.0,4.0
10672,4.0,4.0,4.0,4.0
10072,4.0,4.0,4.0,4.0
10866,4.0,4.0,4.0,5.0
10158,4.0,4.0,4.0,4.0
10736,4.0,4.0,4.0,4.0
10724,4.0,4.0,4.0,4.0
10096,5.0,4.0,4.0,4.0
10051,4.0,4.0,4.0,4.0
10746,5.0,4.0,4.0,4.0
10185,4.0,4.0,5.0,4.0
10868,5.0,5.0,5.0,5.0
10395,5.0,4.0,5.0,4.0
10536,4.0,4.0,4.0,5.0
10002,4.0,4.0,5.0,4.0
10852,4.0,4.0,4.0,4.0
10446,4.0,4.0,4.0,4.0
10273,5.0,5.0,5.0,5.0
10218,4.0,5.0,4.0,5.0
10034,5.0,5.0,5.0,5.0
10494,4.0,4.0,4.0,4.0
10912,5.0,5.0,5.0,5.0
10485,4.0,5.0,5.0,4.0
10945,5.0,4.0,5.0,4.0
10236,4.0,4.0,5.0,4.0
10676,4.0,4.0,5.0,4.0
10453,4.0,4.0,4.0,4.0
10574,4.0,4.0,4.0,4.0
10523,4.0,4.0,4.0,5.0
10445,4.0,4.0,4.0,4.0
10504,5.0,5.0,5.0,5.0
10080,4.0,4.0,5.0,4.0
10790,5.0,4.0,4.0,4.0
10517,4.0,4.0,4.0,4.0
10110,4.0,4.0,5.0,4.0
10477,4.0,4.0,4.0,4.0
10758,4.0,4.0,5.0,5.0
10166,4.0,4.0,5.0,4.0
10748,4.0,4.0,4.0,4.0
10078,4.0,4.0,4.0,4.0
10244,5.0,5.0,5.0,5.0
10448,5.0,4.0,4.0,4.0
10602,4.0,3.0,4.0,4.0
10264,5.0,5.0,5.0,5.0
10653,4.0,3.0,5.0,4.0
10052,4.0,3.0,4.0,5.0
10919,4.0,4.0,4.0,4.0
10397,4.0,4.0,5.0,4.0
10411,4.0,4.0,4.0,4.0
10946,4.0,4.0,4.0,5.0
10798,4.0,4.0,4.0,4.0
10278,5.0,5.0,5.0,5.0
10562,4.0,4.0,5.0,5.0
10268,4.0,4.0,5.0,5.0
10925,4.0,4.0,4.0,4.0
10778,4.0,4.0,4.0,4.0
10412,4.0,4.0,4.0,4.0
10336,5.0,5.0,5.0,5.0
10307,4.0,4.0,4.0,4.0
10797,4.0,4.0,4.0,4.0
10913,4.0,4.0,4.0,4.0
10869,4.0,4.0,5.0,4.0
10240,4.0,4.0,5.0,4.0
10422,4.0,4.0,4.0,4.0
10755,4.0,4.0,4.0,4.0
10775,4.0,4.0,4.0,4.0
10886,5.0,4.0,4.0,4.0
10261,4.0,4.0,4.0,4.0
10223,4.0,4.0,4.0,4.0
10888,5.0,4.0,5.0,4.0
10853,4.0,4.0,4.0,3.0
10369,4.0,4.0,5.0,4.0
10605,4.0,4.0,4.0,4.0
10433,5.0,5.0,5.0,5.0
10769,4.0,3.0,4.0,4.0
10443,4.0,4.0,5.0,4.0
10429,4.0,4.0,5.0,5.0
10620,4.0,4.0,4.0,4.0
10684,4.0,4.0,5.0,5.0
10678,5.0,4.0,5.0,5.0
10581,5.0,4.0,4.0,4.0
10092,5.0,4.0,4.0,5.0
10258,5.0,6.0,5.0,5.0
10698,4.0,4.0,6.0,4.0
10942,4.0,4.0,4.0,4.0
10540,5.0,5.0,6.0,5.0
10885,4.0,4.0,4.0,4.0
10763,5.0,4.0,5.0,4.0
10713,4.0,4.0,4.0,4.0
10151,4.0,4.0,4.0,4.0
10257,4.0,4.0,4.0,4.0
10929,5.0,5.0,4.0,4.0
10619,4.0,4.0,4.0,4.0
10134,4.0,4.0,4.0,4.0
10140,4.0,4.0,4.0,4.0
10926,4.0,4.0,5.0,5.0
10466,4.0,4.0,4.0,4.0
10492,5.0,4.0,5.0,5.0
10615,4.0,4.0,4.0,4.0
10825,5.0,5.0,4.0,4.0
10138,4.0,4.0,4.0,4.0
10050,4.0,4.0,4.0,4.0
10897,4.0,4.0,4.0,4.0
10834,5.0,4.0,4.0,4.0
10851,4.0,4.0,5.0,4.0
10226,5.0,4.0,5.0,5.0
10856,4.0,4.0,4.0,4.0
10308,4.0,4.0,4.0,4.0
10632,5.0,4.0,6.0,4.0
10375,5.0,4.0,5.0,5.0
10342,4.0,4.0,4.0,4.0
10373,5.0,4.0,5.0,5.0
10650,5.0,5.0,5.0,4.0
10231,4.0,4.0,4.0,4.0
10631,4.0,4.0,4.0,4.0
10741,4.0,4.0,4.0,4.0
10366,4.0,5.0,5.0,5.0
10085,4.0,4.0,5.0,5.0
10900,4.0,4.0,5.0,4.0
10004,5.0,4.0,5.0,5.0
10565,4.0,4.0,4.0,4.0
10906,4.0,4.0,4.0,4.0
10500,4.0,4.0,4.0,4.0
10787,5.0,5.0,5.0,4.0
10639,4.0,4.0,4.0,4.0
10487,4.0,4.0,4.0,4.0
10662,4.0,5.0,5.0,4.0
10537,4.0,4.0,5.0,4.0
10362,4.0,4.0,4.0,4.0
10440,4.0,4.0,4.0,4.0
10655,4.0,3.0,4.0,4.0
10157,4.0,4.0,5.0,4.0
10381,4.0,4.0,4.0,4.0
10450,5.0,5.0,5.0,4.0
10701,5.0,5.0,5.0,5.0
10040,4.0,4.0,5.0,4.0
10399,5.0,4.0,5.0,5.0
10269,4.0,4.0,5.0,5.0
10302,5.0,4.0,5.0,5.0
10861,4.0,5.0,5.0,5.0
10216,4.0,4.0,5.0,4.0
10334,4.0,4.0,4.0,4.0
10733,4.0,4.0,5.0,4.0
10074,4.0,4.0,4.0,4.0
10292,5.0,4.0,5.0,5.0
10008,4.0,4.0,4.0,4.0
10297,4.0,4.0,4.0,4.0
10934,4.0,4.0,4.0,4.0
10372,4.0,4.0,4.0,5.0
10416,5.0,4.0,5.0,5.0
10393,4.0,4.0,5.0,5.0
10452,4.0,4.0,4.0,4.0
10241,4.0,5.0,5.0,4.0
10461,4.0,4.0,4.0,4.0
10174,4.0,4.0,5.0,5.0
10356,5.0,4.0,5.0,5.0
10818,5.0,4.0,5.0,4.0
10021,4.0,4.0,4.0,4.0
10557,4.0,4.0,4.0,4.0
10020,3.0,3.0,4.0,4.0
10394,4.0,4.0,4.0,4.0
10679,4.0,4.0,5.0,5.0
10435,4.0,4.0,4.0,4.0
10329,4.0,4.0,4.0,4.0
10531,5.0,5.0,5.0,4.0
10674,5.0,5.0,5.0,5.0
10964,4.0,4.0,4.0,4.0
10569,4.0,4.0,5.0,4.0
10347,4.0,4.0,4.0,4.0
10027,4.0,4.0,5.0,5.0
10780,5.0,5.0,5.0,6.0
10232,4.0,5.0,5.0,4.0
10962,4.0,4.0,4.0,4.0
10960,4.0,3.0,4.0,4.0
10312,4.0,4.0,5.0,5.0
10881,4.0,4.0,4.0,4.0
10094,4.0,4.0,4.0,4.0
10844,4.0,4.0,5.0,5.0
10217,4.0,5.0,5.0,4.0
10099,4.0,4.0,5.0,4.0
10896,4.0,4.0,4.0,4.0
10432,4.0,4.0,4.0,4.0
10489,5.0,5.0,5.0,5.0
10473,4.0,4.0,5.0,4.0
10873,4.0,4.0,4.0,4.0
10808,4.0,4.0,4.0,4.0
10437,4.0,4.0,4.0,4.0
10125,4.0,4.0,5.0,4.0
10754,4.0,4.0,4.0,4.0
10427,5.0,4.0,5.0,5.0
10883,5.0,6.0,4.0,4.0
10617,4.0,4.0,4.0,4.0
10573,5.0,4.0,4.0,4.0
10860,4.0,4.0,5.0,5.0
10284,4.0,4.0,4.0,4.0
10506,3.0,3.0,3.0,3.0
10104,5.0,4.0,5.0,5.0
10688,4.0,4.0,5.0,5.0
10743,4.0,4.0,5.0,5.0
10213,5.0,4.0,5.0,5.0
10318,4.0,4.0,4.0,4.0
10171,5.0,4.0,5.0,5.0
10267,5.0,5.0,5.0,5.0
10444,3.0,3.0,4.0,5.0
10972,4.0,4.0,4.0,4.0
10670,4.0,4.0,3.0,4.0
10680,5.0,4.0,5.0,5.0
10091,4.0,4.0,4.0,4.0
10251,4.0,4.0,5.0,4.0
10717,5.0,4.0,5.0,4.0
10795,4.0,4.0,5.0,5.0
10469,5.0,4.0,5.0,5.0
10380,5.0,5.0,5.0,4.0
10330,4.0,4.0,4.0,4.0
10908,4.0,4.0,4.0,4.0
10907,4.0,4.0,5.0,4.0
10552,4.0,4.0,4.0,4.0
10032,4.0,4.0,4.0,4.0
10637,4.0,4.0,4.0,4.0
10971,4.0,4.0,4.0,4.0
10073,4.0,4.0,4.0,4.0
10137,4.0,4.0,4.0,4.0
10669,4.0,4.0,4.0,4.0
10358,4.0,4.0,4.0,4.0
10499,4.0,4.0,4.0,4.0
10956,4.0,4.0,4.0,4.0
10044,4.0,4.0,4.0,4.0
10377,4.0,4.0,4.0,4.0
10503,4.0,4.0,5.0,4.0
10847,4.0,4.0,5.0,5.0
10899,4.0,4.0,4.0,4.0
10079,4.0,4.0,4.0,4.0
10030,4.0,4.0,4.0,4.0
10019,4.0,5.0,4.0,4.0
10048,4.0,4.0,4.0,4.0
10383,4.0,4.0,5.0,4.0
10479,5.0,4.0,4.0,4.0
10845,4.0,5.0,4.0,4.0
10863,4.0,4.0,5.0,4.0
10015,5.0,5.0,4.0,4.0
10641,4.0,5.0,5.0,5.0
10694,5.0,4.0,5.0,5.0
10781,5.0,5.0,5.0,5.0
10510,4.0,4.0,5.0,5.0
10782,4.0,4.0,4.0,4.0
10578,4.0,4.0,4.0,4.0
10197,4.0,4.0,5.0,4.0
10130,5.0,4.0,4.0,4.0
10396,5.0,4.0,4.0,4.0
10468,4.0,4.0,5.0,5.0
10549,4.0,4.0,5.0,4.0
10559,5.0,4.0,4.0,4.0
10155,5.0,5.0,5.0,5.0
10195,4.0,4.0,5.0,4.0
10168,4.0,4.0,4.0,4.0
10836,4.0,4.0,4.0,4.0
10081,4.0,4.0,4.0,4.0
10522,4.0,4.0,4.0,4.0
10065,4.0,3.0,4.0,4.0
10796,4.0,4.0,4.0,4.0
10954,4.0,4.0,3.0,4.0
10088,4.0,4.0,4.0,4.0
10402,5.0,4.0,5.0,5.0
10331,4.0,4.0,4.0,4.0
10858,5.0,4.0,5.0,4.0
10827,4.0,4.0,5.0,5.0
10083,4.0,4.0,4.0,4.0
10944,4.0,4.0,4.0,4.0
10060,5.0,5.0,5.0,5.0
10133,4.0,5.0,5.0,5.0
10625,5.0,4.0,4.0,4.0
10624,4.0,4.0,5.0,5.0
10927,4.0,4.0,5.0,5.0
10360,4.0,4.0,4.0,4.0
10799,4.0,4.0,4.0,4.0
10762,4.0,4.0,5.0,5.0
10029,4.0,4.0,4.0,4.0
10376,5.0,4.0,5.0,5.0
10105,4.0,4.0,4.0,4.0
10436,4.0,4.0,4.0,4.0
10627,4.0,4.0,4.0,4.0
10788,4.0,5.0,4.0,5.0
10045,4.0,4.0,5.0,4.0
10483,4.0,5.0,5.0,4.0
10365,4.0,5.0,5.0,5.0
10103,4.0,4.0,5.0,4.0
10196,4.0,4.0,4.0,4.0
10508,4.0,5.0,5.0,5.0
10518,5.0,4.0,5.0,5.0
10785,4.0,4.0,4.0,4.0
10246,5.0,4.0,5.0,5.0
10867,4.0,4.0,4.0,4.0
10142,4.0,4.0,4.0,4.0
10289,4.0,4.0,4.0,4.0
10333,4.0,4.0,5.0,4.0
10832,5.0,4.0,5.0,5.0
10516,5.0,5.0,5.0,4.0
10143,4.0,4.0,4.0,4.0
10212,5.0,4.0,5.0,4.0
10417,4.0,4.0,5.0,4.0
10465,4.0,4.0,4.0,4.0
10761,4.0,4.0,4.0,4.0
10173,4.0,3.0,4.0,3.0
10430,4.0,4.0,5.0,4.0
10849,3.0,1.0,3.0,3.0
10275,4.0,4.0,5.0,4.0
10486,5.0,4.0,5.0,4.0
10031,4.0,5.0,5.0,5.0
10683,4.0,5.0,5.0,5.0
10207,5.0,5.0,5.0,5.0
10239,4.0,4.0,4.0,4.0
10451,5.0,4.0,5.0,4.0
10147,5.0,4.0,5.0,5.0
10953,4.0,4.0,4.0,4.0
10528,4.0,4.0,4.0,4.0
10543,4.0,4.0,5.0,4.0
10424,4.0,4.0,4.0,4.0
10742,4.0,4.0,4.0,4.0
10186,4.0,4.0,4.0,4.0
10771,5.0,4.0,5.0,5.0
10123,4.0,5.0,5.0,4.0
10784,4.0,4.0,4.0,4.0
10515,4.0,4.0,4.0,4.0
10687,4.0,4.0,5.0,5.0
10153,4.0,4.0,4.0,4.0
10458,5.0,4.0,5.0,4.0
10201,4.0,4.0,4.0,4.0
10056,4.0,4.0,3.0,4.0
10265,4.0,4.0,4.0,4.0
10791,5.0,4.0,4.0,5.0
10007,4.0,4.0,4.0,4.0
10407,4.0,4.0,4.0,4.0
10918,4.0,4.0,4.0,4.0
10262,4.0,4.0,4.0,4.0
10596,4.0,4.0,4.0,5.0
10757,4.0,4.0,4.0,4.0
10439,4.0,4.0,4.0,4.0
10599,5.0,5.0,5.0,4.0
10794,5.0,4.0,5.0,4.0
10932,4.0,4.0,4.0,4.0
10729,4.0,3.0,4.0,4.0
10025,4.0,4.0,4.0,4.0
10277,4.0,4.0,4.0,4.0
10727,4.0,4.0,4.0,4.0
10643,4.0,4.0,5.0,4.0
10950,5.0,4.0,5.0,4.0
10509,4.0,4.0,4.0,4.0
10442,4.0,4.0,4.0,4.0
10222,5.0,4.0,5.0,5.0
10936,4.0,4.0,5.0,4.0
10348,4.0,3.0,5.0,4.0
10192,6.0,4.0,4.0,5.0
10298,4.0,4.0,5.0,5.0
10047,4.0,4.0,5.0,4.0
10572,4.0,4.0,4.0,4.0
10431,4.0,4.0,4.0,4.0
10666,4.0,4.0,4.0,4.0
10715,4.0,4.0,5.0,5.0
10548,4.0,4.0,4.0,4.0
10026,4.0,4.0,5.0,5.0
10263,4.0,5.0,5.0,4.0
10404,5.0,4.0,4.0,4.0
10766,4.0,5.0,4.0,4.0
10106,4.0,4.0,4.0,4.0
10233,4.0,4.0,4.0,4.0
10880,5.0,4.0,5.0,5.0
10255,4.0,4.0,5.0,4.0
10811,5.0,5.0,5.0,4.0
10388,5.0,5.0,5.0,5.0
10198,4.0,4.0,5.0,4.0
10058,4.0,4.0,4.0,4.0
10387,4.0,4.0,4.0,4.0
10587,5.0,4.0,4.0,5.0
10023,5.0,4.0,4.0,4.0
10350,5.0,4.0,5.0,5.0
10326,4.0,4.0,4.0,4.0
10344,4.0,4.0,5.0,4.0
10613,4.0,4.0,4.0,4.0
10952,4.0,4.0,4.0,4.0
10097,4.0,5.0,5.0,5.0
10654,4.0,4.0,4.0,4.0
10295,4.0,4.0,4.0,4.0
10332,4.0,4.0,4.0,4.0
10805,5.0,4.0,4.0,4.0
10593,5.0,5.0,5.0,4.0
10826,5.0,4.0,5.0,5.0
10735,4.0,4.0,5.0,5.0
10874,4.0,4.0,4.0,4.0
10202,5.0,4.0,5.0,5.0
10064,5.0,4.0,4.0,4.0
10300,4.0,4.0,4.0,4.0
10786,4.0,4.0,4.0,4.0
10577,4.0,5.0,5.0,4.0
10968,4.0,4.0,4.0,4.0
10324,4.0,5.0,4.0,5.0
10721,4.0,4.0,4.0,4.0
10024,4.0,4.0,4.0,4.0
10822,4.0,4.0,5.0,4.0
10367,4.0,4.0,4.0,4.0
10809,4.0,4.0,4.0,4.0
10612,4.0,4.0,4.0,4.0
10249,5.0,4.0,5.0,4.0
10172,4.0,4.0,4.0,4.0
10703,5.0,4.0,5.0,5.0
10001,4.0,4.0,4.0,4.0
10386,5.0,4.0,5.0,4.0
10272,4.0,4.0,5.0,4.0
10225,4.0,4.0,5.0,4.0
10695,4.0,4.0,4.0,4.0
10013,4.0,4.0,4.0,4.0
10253,4.0,4.0,5.0,5.0
10584,4.0,3.0,4.0,4.0
10392,5.0,4.0,5.0,5.0
10169,4.0,3.0,4.0,4.0
10314,5.0,4.0,5.0,5.0
10012,4.0,4.0,4.0,4.0
10053,4.0,4.0,4.0,4.0
10221,4.0,4.0,4.0,4.0
10419,4.0,4.0,4.0,4.0
10555,4.0,4.0,4.0,4.0
10033,4.0,4.0,4.0,4.0
10087,4.0,4.0,4.0,4.0
10973,4.0,4.0,4.0,4.0
10066,5.0,4.0,5.0,5.0
10901,4.0,4.0,4.0,4.0
10668,4.0,4.0,4.0,5.0
10891,4.0,4.0,4.0,4.0
10667,4.0,4.0,4.0,4.0
10322,4.0,4.0,4.0,4.0
10285,4.0,4.0,5.0,4.0
10161,4.0,4.0,5.0,4.0
10689,4.0,4.0,4.0,4.0
10659,4.0,4.0,4.0,4.0
10349,4.0,4.0,5.0,5.0
10803,5.0,5.0,5.0,5.0
10969,4.0,4.0,5.0,5.0
10638,4.0,5.0,4.0,5.0
10496,4.0,4.0,5.0,4.0
10296,5.0,4.0,5.0,5.0
10699,4.0,4.0,4.0,4.0
10368,4.0,4.0,4.0,4.0
10857,4.0,4.0,4.0,4.0
10095,4.0,4.0,5.0,5.0
10598,4.0,4.0,4.0,4.0
10339,4.0,4.0,5.0,4.0
10467,4.0,4.0,4.0,4.0
10550,5.0,4.0,5.0,5.0
10955,4.0,4.0,4.0,5.0
10591,4.0,4.0,5.0,4.0
10250,4.0,4.0,5.0,4.0
10647,4.0,4.0,5.0,4.0
10480,4.0,4.0,4.0,4.0
10568,4.0,4.0,4.0,4.0
10464,4.0,4.0,5.0,4.0
10635,5.0,5.0,5.0,5.0
10252,4.0,4.0,4.0,4.0
10970,4.0,4.0,5.0,4.0
10165,5.0,5.0,5.0,5.0
10611,3.0,3.0,3.0,3.0
10237,4.0,4.0,4.0,5.0
10821,5.0,5.0,5.0,5.0
10706,4.0,4.0,4.0,4.0
10838,4.0,4.0,4.0,4.0
10481,4.0,4.0,4.0,4.0
10530,3.0,5.0,5.0,5.0
10816,4.0,4.0,4.0,4.0
10293,4.0,4.0,4.0,4.0
10283,4.0,4.0,4.0,4.0
10911,4.0,4.0,4.0,4.0
10511,4.0,4.0,4.0,4.0
10711,4.0,4.0,4.0,4.0
10779,4.0,4.0,4.0,4.0
10563,4.0,4.0,5.0,5.0
10084,4.0,4.0,4.0,5.0
10274,5.0,4.0,5.0,5.0
10560,4.0,5.0,5.0,4.0
10862,4.0,4.0,4.0,5.0
10463,4.0,4.0,4.0,4.0
10022,4.0,4.0,5.0,5.0
10819,4.0,4.0,4.0,4.0
10541,4.0,4.0,4.0,4.0
10697,4.0,4.0,5.0,5.0
10558,4.0,4.0,4.0,4.0
10361,4.0,4.0,4.0,4.0
10276,4.0,5.0,4.0,4.0
10364,4.0,4.0,4.0,4.0
10122,5.0,6.0,6.0,4.0
10266,4.0,4.0,5.0,4.0
10909,4.0,4.0,4.0,4.0
10682,4.0,4.0,4.0,4.0
10774,4.0,4.0,5.0,5.0
10498,5.0,4.0,4.0,5.0
10041,4.0,4.0,5.0,5.0
10488,4.0,4.0,4.0,4.0
10316,4.0,4.0,5.0,5.0
10737,4.0,4.0,4.0,4.0
10673,4.0,4.0,4.0,4.0
10608,4.0,4.0,5.0,4.0
10215,4.0,4.0,4.0,4.0
10410,5.0,4.0,5.0,5.0
10426,4.0,4.0,4.0,4.0
10685,4.0,4.0,5.0,5.0
10772,4.0,4.0,4.0,4.0
10470,4.0,4.0,5.0,4.0
10804,5.0,5.0,5.0,4.0
10928,4.0,4.0,4.0,4.0
10947,4.0,4.0,5.0,4.0
10016,4.0,4.0,4.0,4.0
10098,5.0,4.0,5.0,5.0
10090,5.0,5.0,5.0,5.0
10751,4.0,4.0,4.0,4.0
10640,4.0,4.0,4.0,4.0
10190,4.0,4.0,4.0,4.0
10111,4.0,4.0,4.0,4.0
10478,4.0,4.0,4.0,4.0
10108,4.0,4.0,5.0,4.0
10859,4.0,4.0,4.0,5.0
10005,4.0,3.0,4.0,4.0
10127,5.0,4.0,4.0,4.0
10474,4.0,4.0,4.0,4.0
10752,4.0,4.0,4.0,4.0
10630,4.0,4.0,5.0,5.0
10286,4.0,4.0,4.0,4.0
10011,5.0,4.0,4.0,4.0
10211,4.0,4.0,4.0,5.0
10535,6.0,5.0,5.0,4.0
10270,4.0,4.0,4.0,5.0
10115,4.0,4.0,5.0,4.0
10675,4.0,4.0,4.0,4.0
10561,4.0,4.0,4.0,4.0
10732,4.0,4.0,4.0,4.0
10139,4.0,4.0,5.0,5.0
10551,4.0,4.0,4.0,4.0
10182,4.0,4.0,5.0,5.0
10726,4.0,4.0,4.0,4.0
10792,6.0,5.0,5.0,4.0
10614,5.0,4.0,5.0,5.0
10814,4.0,4.0,5.0,5.0
10009,4.0,4.0,4.0,4.0
10922,4.0,4.0,4.0,4.0
10750,5.0,4.0,4.0,4.0
10238,3.0,3.0,3.0,4.0
10626,4.0,4.0,4.0,4.0
10456,4.0,4.0,4.0,4.0
10280,4.0,4.0,5.0,4.0
10793,4.0,4.0,4.0,5.0
10835,4.0,4.0,4.0,4.0
10730,5.0,5.0,5.0,5.0
10340,4.0,4.0,4.0,4.0
10714,4.0,4.0,4.0,5.0
10878,4.0,4.0,4.0,4.0
10872,5.0,5.0,5.0,5.0
10132,4.0,4.0,4.0,4.0
10054,4.0,4.0,4.0,4.0
10055,4.0,4.0,4.0,4.0
10128,4.0,5.0,5.0,4.0
10281,5.0,4.0,4.0,4.0
10765,4.0,4.0,4.0,4.0
10734,4.0,4.0,4.0,4.0
10493,5.0,5.0,5.0,5.0
10949,4.0,4.0,4.0,4.0
10303,4.0,4.0,4.0,4.0
10242,4.0,4.0,5.0,4.0
10915,4.0,5.0,4.0,5.0
10063,4.0,4.0,4.0,4.0
10210,4.0,4.0,4.0,5.0
10181,4.0,4.0,4.0,4.0
10328,5.0,4.0,5.0,5.0
10035,5.0,4.0,5.0,5.0
10129,4.0,4.0,4.0,4.0
10438,5.0,4.0,4.0,4.0
10875,4.0,4.0,4.0,4.0
10405,4.0,4.0,5.0,4.0
10773,4.0,4.0,4.0,4.0
10497,3.0,3.0,4.0,4.0
10709,5.0,5.0,4.0,4.0
10254,4.0,4.0,4.0,4.0
10490,4.0,4.0,4.0,4.0
10076,4.0,4.0,4.0,4.0
10644,4.0,4.0,4.0,4.0
10434,4.0,4.0,4.0,4.0
10800,4.0,4.0,4.0,4.0
10807,4.0,5.0,5.0,4.0
10220,5.0,4.0,5.0,5.0
10658,4.0,5.0,5.0,5.0
10898,4.0,4.0,4.0,4.0
10513,4.0,4.0,4.0,4.0
10738,4.0,4.0,4.0,4.0
10167,4.0,4.0,6.0,5.0
10629,4.0,4.0,4.0,4.0
10126,4.0,4.0,4.0,4.0
10345,4.0,4.0,4.0,4.0
10149,5.0,5.0,5.0,5.0
10256,4.0,4.0,4.0,4.0
10003,4.0,4.0,4.0,4.0
10539,4.0,4.0,4.0,4.0
10028,5.0,4.0,5.0,5.0
10408,5.0,4.0,4.0,4.0
10597,5.0,5.0,5.0,5.0
10564,4.0,4.0,4.0,4.0
10764,4.0,4.0,4.0,4.0
10938,4.0,4.0,4.0,4.0
10170,4.0,4.0,4.0,4.0
10294,4.0,4.0,4.0,4.0
10967,5.0,4.0,4.0,4.0
10406,4.0,4.0,4.0,4.0
10590,4.0,4.0,4.0,4.0
10315,5.0,4.0,5.0,5.0
10720,4.0,4.0,4.0,4.0
10586,4.0,4.0,3.0,4.0
10229,4.0,5.0,5.0,4.0
10556,3.0,3.0,3.0,3.0
10121,5.0,4.0,5.0,5.0
10884,4.0,4.0,5.0,5.0
10455,4.0,4.0,3.0,3.0
10935,4.0,4.0,4.0,4.0
10579,4.0,4.0,4.0,4.0
10425,4.0,4.0,4.0,4.0
10245,4.0,4.0,4.0,4.0
10141,4.0,4.0,5.0,4.0
10418,5.0,5.0,5.0,5.0
10855,5.0,4.0,5.0,5.0
10163,4.0,4.0,4.0,4.0
10206,4.0,4.0,5.0,5.0
10705,4.0,4.0,4.0,4.0
10043,5.0,5.0,5.0,5.0
10476,4.0,4.0,4.0,4.0
10379,5.0,4.0,5.0,4.0
10618,5.0,5.0,5.0,4.0
10116,4.0,4.0,5.0,5.0
10351,4.0,4.0,4.0,4.0
10923,4.0,4.0,4.0,4.0
10895,5.0,4.0,5.0,5.0
10460,4.0,5.0,5.0,5.0
10391,4.0,4.0,4.0,4.0
10519,4.0,4.0,4.0,4.0
10671,5.0,5.0,5.0,5.0
10917,4.0,4.0,5.0,4.0
10768,4.0,4.0,4.0,4.0
10940,4.0,4.0,4.0,5.0
10628,4.0,3.0,4.0,4.0
10363,4.0,5.0,4.0,5.0
10759,4.0,4.0,4.0,4.0
10370,4.0,4.0,5.0,4.0
10575,4.0,4.0,4.0,4.0
10482,4.0,5.0,5.0,5.0
10567,4.0,4.0,5.0,4.0
10664,5.0,5.0,5.0,5.0
10378,5.0,4.0,5.0,4.0
