user_id,score_1_0,place_1_0,score_1_1,place_1_1,score_1_2,place_1_2,score_1_3,place_1_3,score_1_4,place_1_4,score_2_0,place_2_0,score_2_1,place_2_1,score_2_2,place_2_2,score_2_3,place_2_3,score_2_4,place_2_4,score_3_0,place_3_0,score_3_1,place_3_1,score_3_2,place_3_2,score_3_3,place_3_3,score_3_4,place_3_4,score_4_0,place_4_0,score_4_1,place_4_1,score_4_2,place_4_2,score_4_3,place_4_3,score_4_4,place_4_4,score_5_0,place_5_0,score_5_1,place_5_1,score_5_2,place_5_2,score_5_3,place_5_3,score_5_4,place_5_4,score_6_0,place_6_0,score_6_1,place_6_1,score_6_2,place_6_2,score_6_3,place_6_3,score_6_4,place_6_4
10074,4,2,3,3,10,3,20,1,21,1,16,2,14,4,17,3,36,1,33,1,103,2,75,2,68,2,65,2,60,1,27,2,27,4,21,5,26,2,24,3,8,2,14,2,31,3,40,4,56,3,158,2,133,3,147,3,187,2,194,1
10528,4,2,3,3,10,3,20,1,21,1,16,2,14,4,17,3,36,1,33,1,103,2,75,2,68,2,65,2,60,1,27,2,27,4,21,5,26,2,24,3,8,2,14,2,31,3,40,4,56,3,158,2,133,3,147,3,187,2,194,1
10729,4,2,3,3,10,3,20,1,21,1,16,2,14,4,17,3,36,1,33,1,103,2,75,2,68,2,65,2,60,1,27,2,27,4,21,5,26,2,24,3,8,2,14,2,31,3,40,4,56,3,158,2,133,3,147,3,187,2,194,1
10016,4,2,3,3,10,3,20,1,21,1,16,2,14,4,17,3,36,1,33,1,103,2,75,2,68,2,65,2,60,1,27,2,27,4,21,5,26,2,24,3,8,2,14,2,31,3,40,4,56,3,158,2,133,3,147,3,187,2,194,1
10607,4,2,3,3,10,3,20,1,21,1,16,2,14,4,17,3,36,1,33,1,103,2,75,2,68,2,65,2,60,1,27,2,27,4,21,5,26,2,24,3,8,2,14,2,31,3,40,4,56,3,158,2,133,3,147,3,187,2,194,1
10338,4,2,3,3,10,3,20,1,21,1,16,2,14,4,17,3,36,1,33,1,103,2,75,2,68,2,65,2,60,1,27,2,27,4,21,5,26,2,24,3,8,2,14,2,31,3,40,4,56,3,158,2,133,3,147,3,187,2,194,1
10610,4,1,4,4,0,4,1,5,9,4,16,1,17,4,9,4,-3,5,12,3,103,1,105,2,56,6,67,3,69,5,27,1,30,6,28,3,24,3,31,2,8,1,8,4,15,4,24,4,32,3,158,1,164,5,108,4,113,5,153,3
10870,4,1,4,4,0,4,1,5,9,4,16,1,17,4,9,4,-3,5,12,3,103,1,105,2,56,6,67,3,69,5,27,1,30,6,28,3,24,3,31,2,8,1,8,4,15,4,24,4,32,3,158,1,164,5,108,4,113,5,153,3
10487,4,1,4,4,0,4,1,5,9,4,16,1,17,4,9,4,-3,5,12,3,103,1,105,2,56,6,67,3,69,5,27,1,30,6,28,3,24,3,31,2,8,1,8,4,15,4,24,4,32,3,158,1,164,5,108,4,113,5,153,3
10940,4,1,4,4,0,4,1,5,9,4,16,1,17,4,9,4,-3,5,12,3,103,1,105,2,56,6,67,3,69,5,27,1,30,6,28,3,24,3,31,2,8,1,8,4,15,4,24,4,32,3,158,1,164,5,108,4,113,5,153,3
10352,4,4,23,1,17,1,-7,6,2,5,16,4,64,1,40,3,-34,6,-48,6,103,4,103,3,91,4,62,6,52,6,27,4,50,1,39,1,29,2,26,4,8,4,11,5,25,1,44,1,59,1,158,4,251,1,212,1,94,6,91,6
10265,4,4,23,1,17,1,-7,6,2,5,16,4,64,1,40,3,-34,6,-48,6,103,4,103,3,91,4,62,6,52,6,27,4,50,1,39,1,29,2,26,4,8,4,11,5,25,1,44,1,59,1,158,4,251,1,212,1,94,6,91,6
10277,4,4,23,1,17,1,-7,6,2,5,16,4,64,1,40,3,-34,6,-48,6,103,4,103,3,91,4,62,6,52,6,27,4,50,1,39,1,29,2,26,4,8,4,11,5,25,1,44,1,59,1,158,4,251,1,212,1,94,6,91,6
10685,4,4,23,1,17,1,-7,6,2,5,16,4,64,1,40,3,-34,6,-48,6,103,4,103,3,91,4,62,6,52,6,27,4,50,1,39,1,29,2,26,4,8,4,11,5,25,1,44,1,59,1,158,4,251,1,212,1,94,6,91,6
10071,4,4,23,1,17,1,-7,6,2,5,16,4,64,1,40,3,-34,6,-48,6,103,4,103,3,91,4,62,6,52,6,27,4,50,1,39,1,29,2,26,4,8,4,11,5,25,1,44,1,59,1,158,4,251,1,212,1,94,6,91,6
10131,4,1,1,5,18,2,-20,6,-32,6,16,1,4,5,28,5,1,4,-19,4,103,1,59,6,80,4,33,6,24,6,27,1,30,2,25,5,20,4,6,6,8,1,11,2,15,5,25,3,42,2,158,1,105,6,166,5,59,4,21,6
10308,4,1,1,5,18,2,-20,6,-32,6,16,1,4,5,28,5,1,4,-19,4,103,1,59,6,80,4,33,6,24,6,27,1,30,2,25,5,20,4,6,6,8,1,11,2,15,5,25,3,42,2,158,1,105,6,166,5,59,4,21,6
10772,4,1,1,5,18,2,-20,6,-32,6,16,1,4,5,28,5,1,4,-19,4,103,1,59,6,80,4,33,6,24,6,27,1,30,2,25,5,20,4,6,6,8,1,11,2,15,5,25,3,42,2,158,1,105,6,166,5,59,4,21,6
10898,4,1,1,5,18,2,-20,6,-32,6,16,1,4,5,28,5,1,4,-19,4,103,1,59,6,80,4,33,6,24,6,27,1,30,2,25,5,20,4,6,6,8,1,11,2,15,5,25,3,42,2,158,1,105,6,166,5,59,4,21,6
10603,4,1,1,5,18,2,-20,6,-32,6,16,1,4,5,28,5,1,4,-19,4,103,1,59,6,80,4,33,6,24,6,27,1,30,2,25,5,20,4,6,6,8,1,11,2,15,5,25,3,42,2,158,1,105,6,166,5,59,4,21,6
10636,4,1,-1,5,1,5,26,2,41,1,16,1,-2,5,1,5,53,2,100,1,103,1,56,5,81,3,82,3,59,5,27,1,31,5,33,2,38,2,55,1,8,1,13,3,14,5,18,5,22,6,158,1,97,5,130,5,217,2,277,1
10868,4,1,-1,5,1,5,26,2,41,1,16,1,-2,5,1,5,53,2,100,1,103,1,56,5,81,3,82,3,59,5,27,1,31,5,33,2,38,2,55,1,8,1,13,3,14,5,18,5,22,6,158,1,97,5,130,5,217,2,277,1
10493,4,1,-1,5,1,5,26,2,41,1,16,1,-2,5,1,5,53,2,100,1,103,1,56,5,81,3,82,3,59,5,27,1,31,5,33,2,38,2,55,1,8,1,13,3,14,5,18,5,22,6,158,1,97,5,130,5,217,2,277,1
10303,4,1,-1,5,1,5,26,2,41,1,16,1,-2,5,1,5,53,2,100,1,103,1,56,5,81,3,82,3,59,5,27,1,31,5,33,2,38,2,55,1,8,1,13,3,14,5,18,5,22,6,158,1,97,5,130,5,217,2,277,1
10616,4,3,2,3,13,1,2,2,15,2,16,3,10,3,35,1,2,2,18,2,103,3,64,4,89,2,73,1,71,1,27,3,21,5,30,2,32,2,34,2,8,3,15,2,19,4,35,1,43,1,158,3,112,3,186,1,144,2,181,2
10079,4,3,2,3,13,1,2,2,15,2,16,3,10,3,35,1,2,2,18,2,103,3,64,4,89,2,73,1,71,1,27,3,21,5,30,2,32,2,34,2,8,3,15,2,19,4,35,1,43,1,158,3,112,3,186,1,144,2,181,2
10782,4,3,2,3,13,1,2,2,15,2,16,3,10,3,35,1,2,2,18,2,103,3,64,4,89,2,73,1,71,1,27,3,21,5,30,2,32,2,34,2,8,3,15,2,19,4,35,1,43,1,158,3,112,3,186,1,144,2,181,2
10287,4,3,2,3,13,1,2,2,15,2,16,3,10,3,35,1,2,2,18,2,103,3,64,4,89,2,73,1,71,1,27,3,21,5,30,2,32,2,34,2,8,3,15,2,19,4,35,1,43,1,158,3,112,3,186,1,144,2,181,2
10848,4,3,2,3,13,1,2,2,15,2,16,3,10,3,35,1,2,2,18,2,103,3,64,4,89,2,73,1,71,1,27,3,21,5,30,2,32,2,34,2,8,3,15,2,19,4,35,1,43,1,158,3,112,3,186,1,144,2,181,2
10648,4,6,0,4,8,5,-21,6,0,3,16,6,0,4,17,5,-60,6,5,2,103,6,69,4,66,5,43,6,60,2,27,6,33,4,29,6,7,6,34,2,8,6,15,1,25,2,33,3,42,3,158,6,117,4,145,5,2,6,141,2
10900,4,6,0,4,8,5,-21,6,0,3,16,6,0,4,17,5,-60,6,5,2,103,6,69,4,66,5,43,6,60,2,27,6,33,4,29,6,7,6,34,2,8,6,15,1,25,2,33,3,42,3,158,6,117,4,145,5,2,6,141,2
10195,4,6,0,4,8,5,-21,6,0,3,16,6,0,4,17,5,-60,6,5,2,103,6,69,4,66,5,43,6,60,2,27,6,33,4,29,6,7,6,34,2,8,6,15,1,25,2,33,3,42,3,158,6,117,4,145,5,2,6,141,2
10643,4,6,0,4,8,5,-21,6,0,3,16,6,0,4,17,5,-60,6,5,2,103,6,69,4,66,5,43,6,60,2,27,6,33,4,29,6,7,6,34,2,8,6,15,1,25,2,33,3,42,3,158,6,117,4,145,5,2,6,141,2
10470,4,6,0,4,8,5,-21,6,0,3,16,6,0,4,17,5,-60,6,5,2,103,6,69,4,66,5,43,6,60,2,27,6,33,4,29,6,7,6,34,2,8,6,15,1,25,2,33,3,42,3,158,6,117,4,145,5,2,6,141,2
10353,4,6,0,4,8,5,-21,6,0,3,16,6,0,4,17,5,-60,6,5,2,103,6,69,4,66,5,43,6,60,2,27,6,33,4,29,6,7,6,34,2,8,6,15,1,25,2,33,3,42,3,158,6,117,4,145,5,2,6,141,2
10194,4,3,-5,6,9,4,6,4,-15,6,16,3,-20,6,18,4,18,3,-26,4,103,3,55,5,78,4,63,4,45,6,27,3,24,6,32,4,23,4,29,3,8,3,8,5,21,4,24,4,34,4,158,3,62,6,158,4,134,3,67,6
10374,4,3,-5,6,9,4,6,4,-15,6,16,3,-20,6,18,4,18,3,-26,4,103,3,55,5,78,4,63,4,45,6,27,3,24,6,32,4,23,4,29,3,8,3,8,5,21,4,24,4,34,4,158,3,62,6,158,4,134,3,67,6
10114,4,3,-5,6,9,4,6,4,-15,6,16,3,-20,6,18,4,18,3,-26,4,103,3,55,5,78,4,63,4,45,6,27,3,24,6,32,4,23,4,29,3,8,3,8,5,21,4,24,4,34,4,158,3,62,6,158,4,134,3,67,6
10684,4,3,-5,6,9,4,6,4,-15,6,16,3,-20,6,18,4,18,3,-26,4,103,3,55,5,78,4,63,4,45,6,27,3,24,6,32,4,23,4,29,3,8,3,8,5,21,4,24,4,34,4,158,3,62,6,158,4,134,3,67,6
10613,4,3,-5,6,9,4,6,4,-15,6,16,3,-20,6,18,4,18,3,-26,4,103,3,55,5,78,4,63,4,45,6,27,3,24,6,32,4,23,4,29,3,8,3,8,5,21,4,24,4,34,4,158,3,62,6,158,4,134,3,67,6
10622,4,1,2,5,20,4,12,5,40,4,16,1,10,5,50,4,15,5,41,5,103,1,104,3,88,5,92,5,94,5,27,1,29,5,36,4,32,5,32,6,8,1,8,5,17,1,28,2,30,4,158,1,153,5,211,4,179,5,237,4
10336,4,1,2,5,20,4,12,5,40,4,16,1,10,5,50,4,15,5,41,5,103,1,104,3,88,5,92,5,94,5,27,1,29,5,36,4,32,5,32,6,8,1,8,5,17,1,28,2,30,4,158,1,153,5,211,4,179,5,237,4
10318,4,1,2,5,20,4,12,5,40,4,16,1,10,5,50,4,15,5,41,5,103,1,104,3,88,5,92,5,94,5,27,1,29,5,36,4,32,5,32,6,8,1,8,5,17,1,28,2,30,4,158,1,153,5,211,4,179,5,237,4
10294,4,1,2,5,20,4,12,5,40,4,16,1,10,5,50,4,15,5,41,5,103,1,104,3,88,5,92,5,94,5,27,1,29,5,36,4,32,5,32,6,8,1,8,5,17,1,28,2,30,4,158,1,153,5,211,4,179,5,237,4
10385,4,1,2,5,20,4,12,5,40,4,16,1,10,5,50,4,15,5,41,5,103,1,104,3,88,5,92,5,94,5,27,1,29,5,36,4,32,5,32,6,8,1,8,5,17,1,28,2,30,4,158,1,153,5,211,4,179,5,237,4
10259,4,5,6,1,9,3,-2,3,-7,3,16,5,23,1,27,2,-12,3,-18,4,103,5,66,3,93,1,69,3,61,2,27,5,30,4,31,1,28,3,31,3,8,5,15,3,18,5,25,5,30,6,158,5,140,2,178,2,108,3,97,3
10853,4,5,6,1,9,3,-2,3,-7,3,16,5,23,1,27,2,-12,3,-18,4,103,5,66,3,93,1,69,3,61,2,27,5,30,4,31,1,28,3,31,3,8,5,15,3,18,5,25,5,30,6,158,5,140,2,178,2,108,3,97,3
10873,4,5,6,1,9,3,-2,3,-7,3,16,5,23,1,27,2,-12,3,-18,4,103,5,66,3,93,1,69,3,61,2,27,5,30,4,31,1,28,3,31,3,8,5,15,3,18,5,25,5,30,6,158,5,140,2,178,2,108,3,97,3
10377,4,5,6,1,9,3,-2,3,-7,3,16,5,23,1,27,2,-12,3,-18,4,103,5,66,3,93,1,69,3,61,2,27,5,30,4,31,1,28,3,31,3,8,5,15,3,18,5,25,5,30,6,158,5,140,2,178,2,108,3,97,3
10601,4,5,6,1,9,3,-2,3,-7,3,16,5,23,1,27,2,-12,3,-18,4,103,5,66,3,93,1,69,3,61,2,27,5,30,4,31,1,28,3,31,3,8,5,15,3,18,5,25,5,30,6,158,5,140,2,178,2,108,3,97,3
10401,4,5,6,1,9,3,-2,3,-7,3,16,5,23,1,27,2,-12,3,-18,4,103,5,66,3,93,1,69,3,61,2,27,5,30,4,31,1,28,3,31,3,8,5,15,3,18,5,25,5,30,6,158,5,140,2,178,2,108,3,97,3
10413,4,4,23,1,0,5,45,1,54,1,16,4,66,1,5,5,88,1,87,1,103,4,100,3,84,4,93,3,92,3,27,4,52,1,37,2,62,1,61,1,8,4,15,2,20,4,39,2,44,2,158,4,256,1,146,5,327,1,338,1
10264,4,4,23,1,0,5,45,1,54,1,16,4,66,1,5,5,88,1,87,1,103,4,100,3,84,4,93,3,92,3,27,4,52,1,37,2,62,1,61,1,8,4,15,2,20,4,39,2,44,2,158,4,256,1,146,5,327,1,338,1
10433,4,4,23,1,0,5,45,1,54,1,16,4,66,1,5,5,88,1,87,1,103,4,100,3,84,4,93,3,92,3,27,4,52,1,37,2,62,1,61,1,8,4,15,2,20,4,39,2,44,2,158,4,256,1,146,5,327,1,338,1
10872,4,4,23,1,0,5,45,1,54,1,16,4,66,1,5,5,88,1,87,1,103,4,100,3,84,4,93,3,92,3,27,4,52,1,37,2,62,1,61,1,8,4,15,2,20,4,39,2,44,2,158,4,256,1,146,5,327,1,338,1
10068,4,4,23,1,0,5,45,1,54,1,16,4,66,1,5,5,88,1,87,1,103,4,100,3,84,4,93,3,92,3,27,4,52,1,37,2,62,1,61,1,8,4,15,2,20,4,39,2,44,2,158,4,256,1,146,5,327,1,338,1
10547,4,3,8,2,0,6,0,4,-13,4,16,3,28,2,3,6,1,4,-21,4,103,3,108,1,65,6,70,5,59,6,27,3,32,2,34,2,29,3,30,2,8,3,8,2,18,2,19,2,20,3,158,3,184,2,120,6,119,4,75,4
10833,4,3,8,2,0,6,0,4,-13,4,16,3,28,2,3,6,1,4,-21,4,103,3,108,1,65,6,70,5,59,6,27,3,32,2,34,2,29,3,30,2,8,3,8,2,18,2,19,2,20,3,158,3,184,2,120,6,119,4,75,4
10780,4,3,8,2,0,6,0,4,-13,4,16,3,28,2,3,6,1,4,-21,4,103,3,108,1,65,6,70,5,59,6,27,3,32,2,34,2,29,3,30,2,8,3,8,2,18,2,19,2,20,3,158,3,184,2,120,6,119,4,75,4
10686,4,4,-1,5,-5,6,24,5,-23,6,16,4,-3,5,-5,6,71,3,-59,6,103,4,55,6,49,6,66,5,36,6,27,4,30,4,21,6,46,3,23,6,8,4,13,1,23,2,26,4,31,5,158,4,94,5,83,6,233,4,8,6
10337,4,4,-1,5,-5,6,24,5,-23,6,16,4,-3,5,-5,6,71,3,-59,6,103,4,55,6,49,6,66,5,36,6,27,4,30,4,21,6,46,3,23,6,8,4,13,1,23,2,26,4,31,5,158,4,94,5,83,6,233,4,8,6
10723,4,1,3,6,8,3,-2,6,-19,6,16,1,16,6,27,3,-16,6,-37,6,103,1,103,3,106,1,68,3,65,5,27,1,25,6,28,3,26,6,24,5,8,1,11,2,10,6,24,5,36,4,158,1,158,5,179,3,100,6,69,6
10309,4,1,3,6,8,3,-2,6,-19,6,16,1,16,6,27,3,-16,6,-37,6,103,1,103,3,106,1,68,3,65,5,27,1,25,6,28,3,26,6,24,5,8,1,11,2,10,6,24,5,36,4,158,1,158,5,179,3,100,6,69,6
10052,4,1,3,6,8,3,-2,6,-19,6,16,1,16,6,27,3,-16,6,-37,6,103,1,103,3,106,1,68,3,65,5,27,1,25,6,28,3,26,6,24,5,8,1,11,2,10,6,24,5,36,4,158,1,158,5,179,3,100,6,69,6
10591,4,1,3,6,8,3,-2,6,-19,6,16,1,16,6,27,3,-16,6,-37,6,103,1,103,3,106,1,68,3,65,5,27,1,25,6,28,3,26,6,24,5,8,1,11,2,10,6,24,5,36,4,158,1,158,5,179,3,100,6,69,6
10041,4,1,3,6,8,3,-2,6,-19,6,16,1,16,6,27,3,-16,6,-37,6,103,1,103,3,106,1,68,3,65,5,27,1,25,6,28,3,26,6,24,5,8,1,11,2,10,6,24,5,36,4,158,1,158,5,179,3,100,6,69,6
10519,4,1,3,6,8,3,-2,6,-19,6,16,1,16,6,27,3,-16,6,-37,6,103,1,103,3,106,1,68,3,65,5,27,1,25,6,28,3,26,6,24,5,8,1,11,2,10,6,24,5,36,4,158,1,158,5,179,3,100,6,69,6
10583,4,6,1,6,-8,5,-27,6,0,2,16,6,6,3,-23,5,-56,6,-10,3,103,6,64,3,62,4,57,6,58,3,27,6,33,2,25,4,5,6,30,5,8,6,11,6,14,5,18,6,25,6,158,6,115,4,70,5,-3,6,103,3
10869,4,6,1,6,-8,5,-27,6,0,2,16,6,6,3,-23,5,-56,6,-10,3,103,6,64,3,62,4,57,6,58,3,27,6,33,2,25,4,5,6,30,5,8,6,11,6,14,5,18,6,25,6,158,6,115,4,70,5,-3,6,103,3
10698,4,6,1,6,-8,5,-27,6,0,2,16,6,6,3,-23,5,-56,6,-10,3,103,6,64,3,62,4,57,6,58,3,27,6,33,2,25,4,5,6,30,5,8,6,11,6,14,5,18,6,25,6,158,6,115,4,70,5,-3,6,103,3
10094,4,6,1,6,-8,5,-27,6,0,2,16,6,6,3,-23,5,-56,6,-10,3,103,6,64,3,62,4,57,6,58,3,27,6,33,2,25,4,5,6,30,5,8,6,11,6,14,5,18,6,25,6,158,6,115,4,70,5,-3,6,103,3
10749,4,6,1,6,-8,5,-27,6,0,2,16,6,6,3,-23,5,-56,6,-10,3,103,6,64,3,62,4,57,6,58,3,27,6,33,2,25,4,5,6,30,5,8,6,11,6,14,5,18,6,25,6,158,6,115,4,70,5,-3,6,103,3
10696,4,1,4,2,8,4,-14,5,-23,5,16,1,18,2,25,4,-47,6,-38,3,103,1,67,4,67,5,49,6,48,6,27,1,26,5,25,6,15,6,23,6,8,1,11,4,18,3,28,6,41,4,158,1,126,2,143,4,31,6,51,6
10523,4,1,4,2,8,4,-14,5,-23,5,16,1,18,2,25,4,-47,6,-38,3,103,1,67,4,67,5,49,6,48,6,27,1,26,5,25,6,15,6,23,6,8,1,11,4,18,3,28,6,41,4,158,1,126,2,143,4,31,6,51,6
10946,4,1,4,2,8,4,-14,5,-23,5,16,1,18,2,25,4,-47,6,-38,3,103,1,67,4,67,5,49,6,48,6,27,1,26,5,25,6,15,6,23,6,8,1,11,4,18,3,28,6,41,4,158,1,126,2,143,4,31,6,51,6
10468,4,1,4,2,8,4,-14,5,-23,5,16,1,18,2,25,4,-47,6,-38,3,103,1,67,4,67,5,49,6,48,6,27,1,26,5,25,6,15,6,23,6,8,1,11,4,18,3,28,6,41,4,158,1,126,2,143,4,31,6,51,6
10814,4,1,4,2,8,4,-14,5,-23,5,16,1,18,2,25,4,-47,6,-38,3,103,1,67,4,67,5,49,6,48,6,27,1,26,5,25,6,15,6,23,6,8,1,11,4,18,3,28,6,41,4,158,1,126,2,143,4,31,6,51,6
10839,4,5,1,5,-20,6,21,3,-3,3,16,5,4,5,-42,6,75,2,16,2,103,5,55,6,55,6,60,4,60,2,27,5,28,5,14,6,57,2,38,2,8,5,11,5,16,4,21,5,29,5,158,5,99,6,23,6,234,3,140,2
10216,4,5,1,5,-20,6,21,3,-3,3,16,5,4,5,-42,6,75,2,16,2,103,5,55,6,55,6,60,4,60,2,27,5,28,5,14,6,57,2,38,2,8,5,11,5,16,4,21,5,29,5,158,5,99,6,23,6,234,3,140,2
10042,4,5,1,5,-20,6,21,3,-3,3,16,5,4,5,-42,6,75,2,16,2,103,5,55,6,55,6,60,4,60,2,27,5,28,5,14,6,57,2,38,2,8,5,11,5,16,4,21,5,29,5,158,5,99,6,23,6,234,3,140,2
10062,4,5,1,5,-20,6,21,3,-3,3,16,5,4,5,-42,6,75,2,16,2,103,5,55,6,55,6,60,4,60,2,27,5,28,5,14,6,57,2,38,2,8,5,11,5,16,4,21,5,29,5,158,5,99,6,23,6,234,3,140,2
10086,4,4,2,2,-7,6,-11,6,8,5,16,4,8,2,-20,4,-39,6,8,6,103,4,61,4,69,3,59,6,57,6,27,4,31,2,27,4,18,6,24,6,8,4,11,4,18,3,24,4,30,3,158,4,113,4,87,4,51,6,127,6
